000014,2010,CAN-AM,SPYDER RS SE5,990,9460,SOLD
000020,2004,HONDA,NRX1800 RUNE,1800,2297,$25970
000333,2004,HONDA,NRX1800 RUNE ,1800,73,$27470
000370,2004,HONDA,NRX1800 RUNE,1800,4761,$18970
000458,2004,HONDA,NRX1800 RUNE ,1800,8705,$21920
005473,2002,HONDA,VTX1800C ,1800,16350,SOLD
005473,2002,HONDA,VTX1800C,1800,16350,$3970
005473,2002,HONDA,VTX1800C,1800,16350,$3670
006976,2010,YAMAHA,FJR1300 ,1300,15873,$6970
006976,2010,YAMAHA,FJR1300,1300,15873,$6570
006976,2010,YAMAHA,FJR1300 ,1300,15873,SOLD
011221,1998,KAWASAKI,ZX-9R NINJA,900,34828,In Transit
011221,1998,KAWASAKI,ZX-9R NINJA,900,34828,$3470
011221,1998,KAWASAKI,ZX-9R,900,34828,$3470
021133,2001,HONDA,TRAILER 7X14 HAULMARK,,0,$2970
021133,2001,HONDA,TRAILER 7X14,,0,$2970
022290,1993,HARLEY,FLSTN HERITAGE,1340,10138,$12960
022290,1993,HARLEY,FLSTN HERITAGE NOSTALGIA,1340,10138,$12960
024009,1998,HARLEY,FLSTS SPRINGER HERITAGE,1340,6133,$12960
024009,1998,HARLEY,FLSTS SPRINGER,1340,6133,$12960
025395,2015,DUCATI,DIAVEL DARK ,1198,0,In Transit
025395,2015,DUCATI,DIAVEL DARK ,1198,7399,In Transit
025395,2015,DUCATI,DIAVEL DARK,1198,7399,$11970
025395,2015,DUCATI,DIAVEL DARK,1198,7397,In Transit
025395,2015,DUCATI,DIAVEL DARK,1198,7397,$10960
027932,1997,HARLEY,FLSTS SPRINGER HERITAGE,1340,3304,$13970
027932,1997,HARLEY,FLSTS SPRINGER,1340,3304,$13970
032562,1995,HARLEY,FXSTSB BAD BOY SOFTAIL,1340,22871,$9970
032562,1995,HARLEY,FXSTSB BAD BOY,1340,22871,$9970
033028,1997,HARLEY,FLSTS SPRINGER HERITAGE,1340,47826,$12960Call First
033028,1997,HARLEY,FLSTS SPRINGER,1340,47826,$12960Call First
035635,2015,VICTORY,GUNNER,1731,2323,In Transit
035635,2015,VICTORY,GUNNER ,1731,2323,$9470
035635,2015,VICTORY,GUNNER,1731,2323,SOLD
043765,1998,HARLEY,FLSTS SPRINGER,1340,39141,$11960
043765,1998,HARLEY,FLSTS SPRINGER HERITAGE,1340,39141,$11960
046679,2003,YAMAHA,XVS1100 CLASSIC,1100,49234,SOLD
046679,2003,YAMAHA,XVS1100 CLASSIC V-STAR,1100,49234,SOLD
050863,1999,HARLEY,FLSTS SPRINGER HERITAGE,1340,20420,$12960
050863,1999,HARLEY,FLSTS SPRINGER,1340,20420,$12960
100026,2008,CUSTOM,BENELLI TORNADO TRE ,1130,1154,$14950
100197,2013,SUZUKI,DR-Z400SM,400,7687,$4970
100197,2013,SUZUKI,DR-Z400SM ,400,7687,SOLD
10605,2008,KAWASAKI,ZX-14 NINJA,1352,1598,SOLD
10605,2008,KAWASAKI,ZX-14,1352,1598,SOLD
11970,2009,BMW,R1200GS ,1170,40563,$7955
11970,2009,BMW,R1200GS ,1170,40563,$7260
11970,2009,BMW,R1200GS,1170,40563,$6980
11970,2009,BMW,R1200GS ,1170,40563,$6750
11988,2009,BMW,R1200GS ,1170,45315,$6980
11988,2009,BMW,R1200GS,1170,45315,$7955
11988,2009,BMW,R1200GS ,1170,45315,$6750
11988,2009,BMW,R1200GS,1170,45315,SOLD
128198,2013,HONDA,CHEVROLET SONIC LT,,86372,$5900
128198,2013,HONDA,CHEVROLET SONIC LT ,,86372,SOLD
128198,2013,HONDA,CHEVROLET SONIC LT ,,86372,In Transit
2,2007,HARLEY,FLSTC HERITAGE,1584,11865,$9254
2,2007,HARLEY,FLSTC HERITAGE SOFTAIL CL,1584,11865,$9254
200202,2014,HYOSUNG,GT650 ,650,573,$3970
200204,2014,HYOSUNG,GT650,650,60,SOLD
200204,2014,HYOSUNG,GT650 ,650,60,$4170
201744,1989,HONDA,XL600V TRANSALP,600,16084,$4980
300221,2012,HYOSUNG,GT250,250,5,$2650
300221,2012,HYOSUNG,GT250 ,250,5,SOLD
300301,2012,HYOSUNG,GT250,250,5,In Transit
300301,2012,HYOSUNG,GT250 ,250,5,$2670
400801,1982,HONDA,CBX1000 ,1000,12471,$8970
401001,1982,HONDA,CBX1000,1000,16725,$8970
40128,2008,SUZUKI,M109R2 BOULEVARD,1783,25512,SOLD
40128,2008,SUZUKI,M109R2,1783,25512,SOLD
40178,2010,HONDA,VFR1200A INTERCEPTOR,1237,21176,$7455
40178,2010,HONDA,VFR1200A INTERCEPTOR ABS,1237,21176,$7455
40178,2010,HONDA,VFR1200A INTERCEPTOR,1237,21176,$6950
40178,2010,HONDA,VFR1200A INTERCEPTOR ABS,1237,21176,$6950
40178,2010,HONDA,VFR1200A INTERCEPTOR ABS,1237,21176,$6450
40178,2010,HONDA,VFR1200A INTERCEPTOR,1237,21176,$6450
40365,1998,HONDA,CBR1100XX,1098,29765,$3450
40365,1998,HONDA,CBR1100XX BLACKBIRD,1098,29765,$3450
40365,1998,HONDA,CBR1100XX BLACKBIRD,1098,29765,$3850
40365,1998,HONDA,CBR1100XX,1098,29765,$3450Call First
40365,1998,HONDA,CBR1100XX BLACKBIRD,1098,29765,$3450Call First
40365,1998,HONDA,CBR1100XX,1098,29765,$3850
40365,1998,HONDA,CBR1100XX BLACKBIRD,1098,29765,SOLD
40365,1998,HONDA,CBR1100XX,1098,29765,SOLD
40456,2013,BMW,F800GS STANDARD ABS,798,29239,SOLD
40456,2013,BMW,F800GS STANDARD ABS,798,29979,SOLD
40456,2013,BMW,F800GS STANDARD ABS,798,30254,SOLD
40456,2013,BMW,F800GS STANDARD,798,30927,SOLD
40456,2013,BMW,F800GS STANDARD,798,30927,$11985
40456,2013,BMW,F800GS STANDARD ABS,798,28825,$11985
40456,2013,BMW,F800GS STANDARD ABS,798,28825,SOLD
40456,2013,BMW,F800GS STANDARD,798,28825,SOLD
40456,2013,BMW,F800GS STANDARD,798,29239,SOLD
40456,2013,BMW,F800GS STANDARD,798,31325,SOLD
40456,2013,BMW,F800GS STANDARD ABS,798,31325,SOLD
40456,2013,BMW,F800GS STANDARD ABS,798,31325,$11985
40456,2013,BMW,F800GS STANDARD ABS,798,31325,$11985Call First
40456,2013,BMW,F800GS STANDARD,798,31325,$11985Call First
40456,2013,BMW,F800GS STANDARD,798,28667,$11985
40456,2013,BMW,F800GS STANDARD ABS,798,28667,$11985
40524,2012,BMW,R1200GS ,1170,21964,$11960
40524,2012,BMW,R1200GS,1170,21964,$11260
40524,2012,BMW,R1200GS ,1170,22596,$11260
40524,2012,BMW,R1200GS,1170,23914,$11260
40731,1986,HONDA,VFR700 INTERCEPTOR,745,28143,SOLD
40731,1986,HONDA,VFR700 INTERCEPTOR ,745,28143,$2660
40834,2010,YAMAHA,FJR1300A ABS,1300,35548,$7985Call First
40834,2010,YAMAHA,FJR1300A ABS ,1300,35548,$6965Call First
40834,2010,YAMAHA,FJR1300A ABS,1300,35548,SOLD
40834,2010,YAMAHA,FJR1300A ABS,1300,37427,$6965
40834,2010,YAMAHA,FJR1300A ABS ,1300,37427,SOLD
40834,2010,YAMAHA,FJR1300A ABS ,1300,38931,SOLD
40834,2010,YAMAHA,FJR1300A ABS ,1300,38931,$6965
40834,2010,YAMAHA,FJR1300A ABS ,1300,39595,SOLD
40834,2010,YAMAHA,FJR1300A ABS ,1300,39595,$6965
40874,2006,KAWASAKI,EX250,250,9531,SOLD
40874,2006,KAWASAKI,EX250 NINJA,250,9531,SOLD
40921,2006,YAMAHA,ROADLINER,1900,46105,SOLD
40921,2006,YAMAHA,ROADLINER XV1900,1900,46105,SOLD
41255,2011,SUZUKI,DL650A V-STROM ABS,650,24147,$4955Call First
41255,2011,SUZUKI,DL650A V-STROM ABS DL650AK,650,24147,$4955Call First
41255,2011,SUZUKI,DL650A V-STROM ABS,650,24147,$4955
41255,2011,SUZUKI,DL650A V-STROM ABS DL650AK,650,24147,$4955
41255,2011,SUZUKI,DL650A V-STROM ABS,650,19515,$4955
41255,2011,SUZUKI,DL650A V-STROM ABS DL650AK,650,19515,$4955
41255,2011,SUZUKI,DL650A V-STROM ABS,650,17617,$4955
41255,2011,SUZUKI,DL650A V-STROM ABS DL650AK,650,17617,SOLD
41255,2011,SUZUKI,DL650A V-STROM ABS,650,17617,SOLD
41255,2011,SUZUKI,DL650A V-STROM ABS,650,18213,SOLD
41255,2011,SUZUKI,DL650A V-STROM ABS DL650AK,650,18213,$4955
41255,2011,SUZUKI,DL650A V-STROM ABS,650,18213,$4955
41397,2008,KAWASAKI,KLR650 ,650,18867,$3660
41397,2008,KAWASAKI,KLR650,650,18867,$3460
41397,2008,KAWASAKI,KLR650 ,650,18867,$2980
41397,2008,KAWASAKI,KLR650 ,650,18867,SOLD
41397,2008,KAWASAKI,KLR650,650,18867,$3860
41473,2001,YAMAHA,R1,1000,34746,$3970
41473,2001,YAMAHA,R1 YZF-R1,1000,34746,$3970
41473,2001,YAMAHA,R1,1000,34746,SOLD
41473,2001,YAMAHA,R1 YZF-R1,1000,34746,SOLD
41474,2000,HONDA,CBR929RR ,929,41640,SOLD
41491,2011,HONDA,VT1300CT INTERSTATE VT13CT,1300,18365,SOLD
41491,2011,HONDA,VT1300CT INTERSTATE,1300,18365,SOLD
41774,2006,HONDA,GL1800P GOLDWING,1800,5899,$10970
41774,2006,HONDA,GL1800P,1800,5899,$10970
41774,2006,HONDA,GL1800P GOLDWING,1800,5899,$10460
41774,2006,HONDA,GL1800P,1800,5899,$10460
41774,2006,HONDA,GL1800P GOLDWING,1800,5899,SOLD
41774,2006,HONDA,GL1800P,1800,5899,SOLD
50075,2011,BMW,R1200RT ,1200,40173,SOLD
50075,2011,BMW,R1200RT ,1200,40477,SOLD
50075,2011,BMW,R1200RT,1200,41177,SOLD
50075,2011,BMW,R1200RT ,1200,41177,$12975
50075,2011,BMW,R1200RT,1200,38967,$12975
50075,2011,BMW,R1200RT ,1200,38967,SOLD
50100,2009,SUZUKI,AN400 BURGMAN,400,7052,SOLD
50100,2009,SUZUKI,AN400 BURGMAN SCOOTER,400,7052,SOLD
50100,2009,SUZUKI,AN400 BURGMAN,400,7052,$3450
50100,2009,SUZUKI,AN400 BURGMAN SCOOTER,400,7052,$3450
50248,2010,HARLEY,VRSC V-ROD,1250,18976,SOLD
50248,2010,HARLEY,VRSC V-ROD VROD,1250,18976,SOLD
50248,2010,HARLEY,VRSCA V-ROD VROD,1250,18976,SOLD
50248,2010,HARLEY,VRSCA V-ROD,1250,18976,SOLD
50264,1981,KAWASAKI,KZ440 LTD ,440,18253,SOLD
50331,2000,HONDA,VT600 VLX SHADOW,600,8809,SOLD
50331,2000,HONDA,VT600 VLX,600,8809,SOLD
50331,2000,HONDA,VT600 VLX SHADOW,600,8809,$2470
50331,2000,HONDA,VT600 VLX,600,8809,$2470
50331,2000,HONDA,VT600 VLX SHADOW,600,8809,$2270
50331,2000,HONDA,VT600 VLX,600,8809,$2270
50331,2000,HONDA,VT600 VLX,600,8809,$2770
50331,2000,HONDA,VT600 VLX SHADOW,600,8809,$2770
50405,2010,KAWASAKI,VN900 LT,900,12990,SOLD
50431,2001,KAWASAKI,EN500 LTD,500,15500,SOLD
50431,2001,KAWASAKI,EN500 LTD VULCAN,500,15500,SOLD
50451,2007,HONDA,VTX1300S ,1300,6638,SOLD
50457,2008,HONDA,GL1800P GOLDWING,1800,70934,$9750
50457,2008,HONDA,GL1800P,1800,70934,$9750
50457,2008,HONDA,GL1800P,1800,70934,$9450
50457,2008,HONDA,GL1800P GOLDWING,1800,70934,$9450
50457,2008,HONDA,GL1800P GOLDWING,1800,71332,$9450
50457,2008,HONDA,GL1800P,1800,71332,$9450
50457,2008,HONDA,GL1800P,1800,71332,$9965
50557,2009,BMW,F800GS STANDARD,800,34116,SOLD
50557,2009,BMW,F800GS STANDARD ABS,800,34116,SOLD
50557,2009,BMW,F800GS STANDARD,800,34116,$6965
50557,2009,BMW,F800GS STANDARD ABS,800,34116,$6965
50565,2002,HARLEY,FXSTD SOFTAIL DEUCE,1450,17611,SOLD
50606,2001,HONDA,CBR929RR ,929,21307,SOLD
50607,1998,HONDA,CBR900RR,900,9872,SOLD
50629,2005,HONDA,CBR600F4i ,,17253,$4460
50629,2005,HONDA,CBR600F4i ,,17253,$4270
50629,2005,HONDA,CBR600F4i,,17253,SOLD
50663,2011,SUZUKI,C50T BOULEVARD,800,30383,$3750
50663,2011,SUZUKI,C50T,800,30383,$3750
50663,2011,SUZUKI,C50T BOULEVARD,800,30156,$3750Call First
50663,2011,SUZUKI,C50T,800,30156,$3750Call First
50663,2011,SUZUKI,C50T BOULEVARD,800,30280,$3750
50663,2011,SUZUKI,C50T,800,30280,$3750
50815,1991,YAMAHA,XVZ1300 VENTURE ROYAL STAR,1300,27035,SOLD
50815,1991,YAMAHA,XVZ1300 VENTURE,1300,27035,SOLD
50816,1980,HONDA,GL1100 GOLDWING,1100,42100,$1950Call First
50816,1980,HONDA,GL1100,1100,42100,$1950Call First
50816,1980,HONDA,GL1100 GOLDWING,1100,42100,$1950
50817,1980,YAMAHA,XS650 ,650,18172,SOLD
50823,2003,SUZUKI,GSX-R600 GSXR600,600,12684,$3950
50823,2003,SUZUKI,GSX-R600,600,12684,$3950
50823,2003,SUZUKI,GSX-R600,600,12684,SOLD
50823,2003,SUZUKI,GSX-R600 GSXR600,600,12684,SOLD
50870,2007,KAWASAKI,VN1500 CLASSIC VULCAN,1500,14126,SOLD
50870,2007,KAWASAKI,VN1500 CLASSIC,1500,14126,SOLD
50916,2009,BMW,F650GS STANDARD ABS,650,28626,$7965Call First
